Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
249,Frenkie de Jong\Frenkie-de-Jong,nl NED,MFDF,Barcelona,24-007,1997,36,34,3081,34.2,3,4,3,0,0,5,0,0.09,0.12,0.20,0.09,0.20,5.5,5.5,5.5,11.0,0.16,0.16,0.32,0.16,0.32,Matches
250,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,30-265,1990,33,14,1251,13.9,4,0,4,0,0,3,0,0.29,0.00,0.29,0.29,0.29,3.8,3.8,1.1,5.0,0.28,0.08,0.36,0.28,0.36,Matches
251,Jony\Jony,es ESP,MFFW,Osasuna,29-314,1991,21,9,860,9.6,0,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.7,0.7,2.3,3.0,0.07,0.24,0.31,0.07,0.31,Matches
252,Joan Jordán\Joan-Jordan,es ESP,MF,Sevilla,26-317,1994,34,27,2351,26.1,1,6,1,0,0,8,1,0.04,0.23,0.27,0.04,0.27,1.5,1.5,2.8,4.3,0.06,0.11,0.16,0.06,0.16,Matches
253,Josan\Josan,es ESP,MFDF,Elche,31-167,1989,32,23,1852,20.6,4,2,4,0,0,3,0,0.19,0.10,0.29,0.19,0.29,1.7,1.7,1.6,3.3,0.08,0.08,0.16,0.08,0.16,Matches
254,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,29-177,1991,13,8,689,7.7,3,1,3,0,1,0,0,0.39,0.13,0.52,0.39,0.52,4.3,3.5,0.9,4.4,0.56,0.11,0.67,0.46,0.58,Matches
255,Joselu\Joselu,es ESP,FW,Alavés,31-053,1990,36,34,3002,33.4,11,3,9,2,4,1,0,0.33,0.09,0.42,0.27,0.36,13.2,10.1,3.0,13.1,0.40,0.09,0.49,0.30,0.39,Matches
256,Josema\Josema,es ESP,DF,Elche,24-347,1996,28,21,1940,21.6,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.6,0.8,0.01,0.03,0.04,0.01,0.04,Matches
257,Jota\Jota,es ESP,MF,Alavés,29-337,1991,23,18,1398,15.5,0,2,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,0.9,0.9,1.9,2.8,0.06,0.12,0.18,0.06,0.18,Matches
258,Jota\Jota,pt POR,FW,Valladolid,22-050,1999,16,7,639,7.1,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,,,,,,,,,,Matches
259,Luka Jović\Luka-Jovic,rs SRB,FWMF,Real Madrid,23-147,1997,4,2,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.67,0.08,0.75,0.67,0.75,Matches
260,Juanmi\Juanmi,es ESP,FWMF,Betis,27-364,1993,16,5,604,6.7,2,0,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,3.0,3.0,0.1,3.1,0.45,0.01,0.46,0.45,0.46,Matches
261,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,20-311,2000,34,21,1914,21.3,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,6.5,6.5,3.1,9.6,0.31,0.14,0.45,0.31,0.45,Matches
262,Jens Jønsson\Jens-Jonsson,dk DEN,MF,Cádiz,28-129,1993,34,32,2560,28.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.7,2.5,0.03,0.06,0.09,0.03,0.09,Matches
263,Damian Kądzior\Damian-Kadzior,pl POL,FWMF,Eibar,28-337,1992,6,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matches
264,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,20-089,2001,23,14,1182,13.1,0,4,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,1.1,1.1,2.4,3.5,0.08,0.18,0.26,0.08,0.26,Matches
265,Stephane Keller\Stephane-Keller,cm CMR,DF,Alavés,19-272,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
266,Kenedy\Kenedy,br BRA,FWMF,Granada,25-100,1996,28,18,1471,16.3,4,3,4,0,0,3,0,0.24,0.18,0.43,0.24,0.43,2.1,2.1,2.6,4.7,0.13,0.16,0.29,0.13,0.29,Matches
267,Kike\Kike,es ESP,FW,Eibar,31-175,1989,36,35,2997,33.3,12,2,12,0,0,4,1,0.36,0.06,0.42,0.36,0.42,10.3,10.3,2.1,12.4,0.31,0.06,0.37,0.31,0.37,Matches
268,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,21-324,1999,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.15,0.18,0.03,0.18,Matches
269,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Valladolid,27-273,1993,14,4,459,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.03,0.24,0.21,0.24,Matches
270,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,27-273,1993,3,0,44,0.5,1,0,0,1,1,1,0,2.05,0.00,2.05,0.00,0.00,0.8,0.0,0.0,0.0,1.60,0.00,1.60,0.04,0.04,Matches
271,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,19-204,2001,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
272,Koke\Koke,es ESP,MF,Atlético Madrid,29-131,1992,36,33,2931,32.6,1,2,1,0,0,9,0,0.03,0.06,0.09,0.03,0.09,1.9,1.9,2.2,4.1,0.06,0.07,0.13,0.06,0.13,Matches
273,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,28-093,1993,5,5,440,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
274,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFFW,Atlético Madrid,28-093,1993,24,4,599,6.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.04,0.06,0.01,0.06,Matches
275,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,25-318,1995,3,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
276,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,22-188,1998,33,32,2885,32.1,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.7,2.8,0.06,0.02,0.09,0.06,0.09,Matches
277,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,31-135,1990,28,24,2117,23.5,3,10,3,0,0,6,0,0.13,0.43,0.55,0.13,0.55,2.2,2.2,6.7,8.9,0.09,0.28,0.38,0.09,0.38,Matches
278,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,19-349,2001,13,2,299,3.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.5,1.9,0.41,0.16,0.57,0.41,0.57,Matches
279,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,19-349,2001,17,7,715,7.9,1,1,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,0.9,0.9,0.7,1.6,0.11,0.09,0.20,0.11,0.20,Matches
280,Kuki\Kuki,es ESP,MF,Valladolid,23-014,1998,2,0,30,0.3,0,1,0,0,0,0,0,0.00,3.00,3.00,0.00,3.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Matches
281,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,31-195,1989,32,30,2631,29.2,0,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,1.1,1.1,1.0,2.1,0.04,0.03,0.07,0.04,0.07,Matches
282,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,20-344,2000,20,8,828,9.2,0,2,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,0.9,1.8,0.10,0.10,0.19,0.10,0.19,Matches
283,Toni Lato\Toni-Lato,es ESP,DF,Valencia,23-179,1997,14,7,638,7.1,1,0,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,0.3,1.3,0.14,0.05,0.18,0.14,0.18,Matches
284,Lauti\Lauti,uy URU,MFFW,Celta Vigo,20-099,2001,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
285,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,24-189,1996,32,29,2657,29.5,0,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,2.0,2.0,0.1,2.1,0.07,0.00,0.07,0.07,0.07,Matches
286,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,28-095,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
287,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,29-364,1991,33,33,2925,32.5,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,2.5,0.07,0.01,0.08,0.07,0.08,Matches
288,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,28-015,1993,17,4,562,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.07,0.08,0.01,0.08,Matches
289,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,25-188,1995,27,19,1366,15.2,1,3,1,0,0,4,0,0.07,0.20,0.26,0.07,0.26,1.3,1.3,2.0,3.3,0.09,0.13,0.22,0.09,0.22,Matches
290,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,25-336,1995,33,29,2475,27.5,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08,Matches
291,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,34-176,1986,23,10,890,9.9,1,2,1,0,0,2,0,0.10,0.20,0.30,0.10,0.30,1.2,1.2,2.2,3.4,0.13,0.22,0.35,0.13,0.35,Matches
292,Sergio León\Sergio-Leon,es ESP,FW,Levante,32-133,1989,28,6,748,8.3,2,0,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,2.3,2.3,0.3,2.7,0.28,0.04,0.32,0.28,0.32,Matches
293,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,27-276,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
294,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,26-109,1995,36,32,2878,32.0,12,11,12,0,0,6,0,0.38,0.34,0.72,0.38,0.72,4.2,4.2,5.2,9.4,0.13,0.16,0.29,0.13,0.29,Matches
295,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,23-041,1998,22,11,1101,12.2,1,2,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,0.7,0.7,1.1,1.9,0.06,0.09,0.15,0.06,0.15,Matches
296,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,37-199,1983,21,10,1051,11.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.8,0.8,0.01,0.07,0.07,0.01,0.07,Matches
297,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,33-131,1988,17,5,481,5.3,1,1,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,1.3,1.3,0.8,2.1,0.24,0.15,0.39,0.24,0.39,Matches
298,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,19-138,2002,9,1,248,2.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches
299,Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,21-025,2000,16,4,503,5.6,3,0,3,0,0,0,0,0.54,0.00,0.54,0.54,0.54,1.0,1.0,1.7,2.7,0.17,0.30,0.48,0.17,0.48,Matches
300,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,25-201,1995,25,14,1334,14.8,3,0,3,0,0,7,0,0.20,0.00,0.20,0.20,0.20,1.2,1.2,1.2,2.4,0.08,0.08,0.16,0.08,0.16,Matches
301,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,28-024,1993,29,18,1523,16.9,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,5.4,5.4,1.0,6.3,0.32,0.06,0.37,0.32,0.37,Matches
302,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,26-041,1995,2,1,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
303,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,25-359,1995,33,32,2846,31.6,1,7,1,0,0,6,0,0.03,0.22,0.25,0.03,0.25,1.9,1.9,4.7,6.6,0.06,0.15,0.21,0.06,0.21,Matches
304,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,33-300,1987,37,30,2415,26.8,13,3,13,0,1,3,0,0.48,0.11,0.60,0.48,0.60,8.3,7.5,3.6,11.1,0.31,0.13,0.44,0.28,0.42,Matches
305,Luisinho\Luisinho,pt POR,DF,Huesca,36-014,1985,5,2,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
306,Luismi\Luismi,es ESP,MFDF,Elche,29-014,1992,11,2,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,28-101,1993,31,21,1981,22.0,4,5,4,0,1,1,0,0.18,0.23,0.41,0.18,0.41,4.6,3.8,4.2,8.0,0.21,0.19,0.40,0.17,0.36,Matches
308,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,23-311,1997,24,24,1890,21.0,1,4,1,0,0,4,0,0.05,0.19,0.24,0.05,0.24,0.7,0.7,1.8,2.5,0.03,0.09,0.12,0.03,0.12,Matches
309,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,21-015,2000,2,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
310,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,26-113,1995,34,33,2647,29.4,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.8,1.8,1.1,3.0,0.06,0.04,0.10,0.06,0.10,Matches
311,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,28-182,1992,27,8,843,9.4,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,0.0,0.6,0.06,0.00,0.06,0.06,0.06,Matches
312,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,29-331,1991,31,30,2602,28.9,3,1,3,0,0,8,0,0.10,0.03,0.14,0.10,0.14,1.5,1.5,2.3,3.8,0.05,0.08,0.13,0.05,0.13,Matches
313,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,25-219,1995,34,24,2259,25.1,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,0.4,1.9,0.06,0.01,0.08,0.06,0.08,Matches
314,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,29-209,1991,28,27,2392,26.6,3,1,3,0,0,6,2,0.11,0.04,0.15,0.11,0.15,2.3,2.3,0.1,2.4,0.09,0.01,0.09,0.09,0.09,Matches
315,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,30-095,1991,6,4,319,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.15,0.00,0.15,0.15,0.15,Matches
316,Maranhão\Maranhao,br BRA,FW,Valladolid,24-211,1996,22,10,1116,12.4,4,0,4,0,0,2,0,0.32,0.00,0.32,0.32,0.32,3.8,3.8,0.1,3.9,0.30,0.01,0.32,0.30,0.32,Matches
317,Marcelo\Marcelo,br BRA,DF,Real Madrid,33-007,1988,15,12,1027,11.4,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,1.2,1.6,0.04,0.10,0.14,0.04,0.14,Matches
318,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,30-350,1990,32,30,2619,29.1,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.00,0.02,0.02,0.00,0.02,Matches
319,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,32-035,1989,24,17,1512,16.8,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,1.8,3.1,0.08,0.11,0.19,0.08,0.19,Matches
320,José Mari\Jose-Mari,es ESP,MF,Cádiz,33-164,1987,21,17,1361,15.1,1,0,0,1,1,5,0,0.07,0.00,0.07,0.00,0.00,1.1,0.4,0.4,0.7,0.07,0.02,0.10,0.02,0.05,Matches
321,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,26-119,1995,20,19,1675,18.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matches
322,Mariano\Mariano,do DOM,FW,Real Madrid,27-291,1993,15,5,490,5.4,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.5,1.5,0.2,1.6,0.27,0.03,0.30,0.27,0.30,Matches
323,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,24-130,1997,5,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.07,0.52,0.58,0.07,0.58,Matches
324,Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,24-130,1997,8,3,254,2.8,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches
