Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
374,Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,22-070,1999,0.5,12,19,63.2,146,33,8,13,61.5,4,5,80.0,0,0,,0,0.0,0.0,1,1,0,0,0,Matches
375,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,28-357,1992,30.0,1427,1586,90.0,33639,8095,269,294,91.5,817,871,93.8,332,406,81.8,0,0.2,-0.2,2,49,2,0,43,Matches
376,Yunus Musah\Yunus-Musah,us USA,MF,Valencia,18-171,2002,16.9,330,441,74.8,5178,872,185,220,84.1,113,152,74.3,21,40,52.5,0,0.8,-0.8,9,10,13,3,17,Matches
377,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,28-308,1992,12.5,163,241,67.6,2121,481,104,137,75.9,47,68,69.1,5,12,41.7,1,1.1,-0.1,11,9,3,0,14,Matches
378,Nacho\Nacho,es ESP,DF,Real Madrid,31-121,1990,22.0,1110,1223,90.8,21806,7154,421,447,94.2,511,537,95.2,165,215,76.7,0,0.4,-0.4,4,70,4,1,54,Matches
379,Nacho\Nacho,es ESP,DF,Valladolid,32-073,1989,20.1,760,1053,72.2,14932,6919,304,343,88.6,349,431,81.0,97,231,42.0,1,1.6,-0.6,23,65,18,8,70,Matches
380,Nano\Nano,es ESP,FWMF,Cádiz,26-103,1995,0.1,1,3,33.3,21,3,0,2,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
381,Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,19-037,2002,0.4,17,22,77.3,283,83,10,10,100.0,5,6,83.3,2,5,40.0,0,0.0,0.0,1,1,0,0,3,Matches
382,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,31-116,1990,25.4,788,1026,76.8,15540,6157,276,334,82.6,379,465,81.5,118,189,62.4,1,0.9,+0.1,9,48,10,6,56,Matches
383,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,35-179,1985,31.4,1676,2102,79.7,30805,9475,765,837,91.4,667,802,83.2,218,373,58.4,6,5.3,+0.7,63,84,84,40,147,Matches
384,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,33-008,1988,1.9,45,58,77.6,1119,454,14,16,87.5,16,18,88.9,14,23,60.9,0,0.0,0.0,1,3,0,0,5,Matches
385,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,35-272,1985,23.6,320,554,57.8,5320,1163,180,267,67.4,84,157,53.5,41,85,48.2,4,3.6,+0.4,18,36,14,0,34,Matches
386,Neto\Neto,br BRA,GK,Barcelona,31-304,1989,6.0,170,191,89.0,3838,2097,45,45,100.0,84,85,98.8,39,58,67.2,0,0.0,0.0,0,1,0,0,0,Matches
387,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,24-341,1996,20.0,442,621,71.2,7941,3516,190,210,90.5,206,277,74.4,40,90,44.4,0,0.1,-0.1,5,27,6,5,22,Matches
388,Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,19-104,2002,0.2,4,5,80.0,36,1,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
389,Nieto\Nieto,es ESP,FWMF,Cádiz,23-051,1998,0.2,5,6,83.3,75,14,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
390,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,26-179,1994,21.9,963,1148,83.9,15367,3869,506,568,89.1,358,427,83.8,69,98,70.4,1,1.9,-0.9,23,66,24,4,70,Matches
391,Nino\Nino,es ESP,FWMF,Elche,40-343,1980,3.1,106,122,86.9,1681,236,63,68,92.6,31,35,88.6,10,15,66.7,0,0.8,-0.8,2,8,1,0,6,Matches
392,Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,20-207,2000,6.6,99,131,75.6,1476,192,52,64,81.3,31,37,83.8,7,10,70.0,0,0.2,-0.2,4,4,4,0,6,Matches
393,Nolito\Nolito,es ESP,MFFW,Celta Vigo,34-216,1986,28.2,723,985,73.4,13110,4266,334,399,83.7,281,363,77.4,96,177,54.2,5,5.8,-0.8,34,59,40,3,118,Matches
394,Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,24-109,1997,22.4,939,1104,85.1,23839,7372,182,200,91.0,479,523,91.6,274,370,74.1,1,0.7,+0.3,5,61,2,0,52,Matches
395,Kelechi Nwakali\Kelechi-Nwakali,ng NGA,MFFW,Huesca,22-348,1998,1.6,70,81,86.4,1403,321,27,29,93.1,35,38,92.1,8,13,61.5,0,0.0,0.0,1,4,0,0,7,Matches
396,Allan Nyom\Allan-Nyom,cm CMR,MFDF,Getafe,33-009,1988,24.8,550,851,64.6,10440,4490,254,316,80.4,214,302,70.9,77,197,39.1,2,2.1,-0.1,19,57,27,19,53,Matches
397,Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,28-132,1993,37.0,631,975,64.7,23200,15247,70,70,100.0,212,216,98.1,347,686,50.6,0,0.0,0.0,0,12,0,0,0,Matches
398,Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,26-312,1994,28.6,750,978,76.7,12104,3045,395,467,84.6,273,339,80.5,57,101,56.4,4,3.6,+0.4,30,39,25,8,65,Matches
399,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,25-156,1995,8.5,366,425,86.1,6025,1631,188,201,93.5,149,174,85.6,24,36,66.7,0,0.6,-0.6,8,9,11,7,15,Matches
400,Shinji Okazaki\Shinji-Okazaki,jp JPN,FW,Huesca,35-033,1986,12.5,130,171,76.0,1774,316,77,95,81.1,41,54,75.9,4,6,66.7,1,0.3,+0.7,7,9,2,0,9,Matches
401,Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,26-302,1994,17.9,774,1003,77.2,13939,5050,336,386,87.0,351,412,85.2,80,172,46.5,2,2.2,-0.2,14,38,16,7,50,Matches
402,Lucas Olaza\Lucas-Olaza,uy URU,DF,Valladolid,26-302,1994,13.0,458,628,72.9,8530,4203,191,213,89.7,207,259,79.9,55,135,40.7,1,0.9,+0.1,13,25,13,6,39,Matches
403,Christian Oliva\Christian-Oliva,uy URU,MF,Valencia,24-352,1996,2.2,84,103,81.6,1522,307,37,42,88.1,32,35,91.4,11,18,61.1,2,0.2,+1.8,2,5,1,0,5,Matches
404,Kiko Olivas\Kiko-Olivas,es ESP,DFMF,Valladolid,32-271,1988,1.0,51,56,91.1,927,349,24,26,92.3,21,22,95.5,6,6,100.0,0,0.0,0.0,0,1,0,0,3,Matches
405,Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,29-131,1992,28.5,782,1107,70.6,19741,6415,166,199,83.4,375,462,81.2,237,430,55.1,1,0.1,+0.9,1,82,7,0,66,Matches
406,Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,23-200,1997,29.0,790,1129,70.0,13517,6313,383,454,84.4,310,433,71.6,81,175,46.3,0,1.7,-1.7,20,61,21,14,81,Matches
407,Javier Ontiveros\Javier-Ontiveros,es ESP,FWMF,Huesca,23-252,1997,10.2,364,471,77.3,6325,2036,191,219,87.2,120,156,76.9,44,78,56.4,1,1.6,-0.6,17,34,13,3,39,Matches
408,Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Valladolid,35-112,1986,23.8,593,818,72.5,11226,2923,285,340,83.8,201,260,77.3,94,163,57.7,2,4.0,-2.0,30,44,29,11,65,Matches
409,Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,24-028,1997,25.9,677,965,70.2,12066,3436,346,421,82.2,224,292,76.7,86,189,45.5,8,5.9,+2.1,49,38,40,5,80,Matches
410,Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,29-001,1992,37.0,746,1070,69.7,28072,19594,121,122,99.2,222,226,98.2,396,715,55.4,0,0.0,0.0,0,21,0,0,0,Matches
411,Jon Pacheco\Jon-Pacheco,es ESP,DF,Real Sociedad,20-131,2001,0.4,47,51,92.2,870,213,16,16,100.0,28,28,100.0,3,6,50.0,0,0.0,0.0,0,7,0,0,4,Matches
412,Helibelton Palacios\Helibelton-Palacios,co COL,DF,Elche,27-344,1993,8.1,234,318,73.6,4310,2058,99,108,91.7,102,126,81.0,29,72,40.3,0,0.1,-0.1,3,16,5,5,14,Matches
413,Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-043,2000,0.1,8,11,72.7,156,81,3,3,100.0,3,5,60.0,2,3,66.7,0,0.1,-0.1,2,0,0,0,0,Matches
414,Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-033,1989,33.6,2383,2695,88.4,47463,14672,972,1053,92.3,999,1066,93.7,392,522,75.1,5,5.3,-0.3,44,267,50,8,256,Matches
415,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-340,1993,2.2,196,220,89.1,4215,1118,66,72,91.7,93,103,90.3,34,41,82.9,0,0.0,0.0,0,26,4,0,34,Matches
416,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-174,1990,29.2,1301,1467,88.7,30073,10616,297,319,93.1,721,761,94.7,267,359,74.4,1,0.1,+0.9,5,87,4,0,96,Matches
417,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-040,1996,22.3,924,1165,79.3,15413,4501,457,522,87.5,399,472,84.5,56,109,51.4,2,4.6,-2.6,26,26,33,19,62,Matches
418,Pedri\Pedri,es ESP,MF,Barcelona,18-175,2002,26.8,1514,1729,87.6,25928,4418,733,803,91.3,579,642,90.2,156,197,79.2,3,4.7,-1.7,40,118,39,1,126,Matches
419,Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-150,2001,5.3,68,102,66.7,1004,220,41,59,69.5,21,30,70.0,4,5,80.0,0,0.1,-0.1,2,5,3,0,5,Matches
420,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-305,1991,12.1,444,580,76.6,7625,2691,210,243,86.4,192,242,79.3,34,74,45.9,1,0.4,+0.6,6,23,10,6,31,Matches
421,Pepe\Pepe,es ESP,DF,Granada,21-078,2000,1.8,35,55,63.6,651,271,13,14,92.9,17,27,63.0,4,12,33.3,0,0.0,0.0,0,0,0,0,2,Matches
422,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-151,1990,16.4,379,509,74.5,6520,2215,201,234,85.9,115,143,80.4,49,96,51.0,2,2.0,0.0,13,38,11,4,58,Matches
423,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-121,1988,14.1,442,629,70.3,8245,3696,198,242,81.8,182,242,75.2,54,114,47.4,0,0.6,-0.6,10,51,6,3,54,Matches
424,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-308,1996,2.0,24,49,49.0,976,683,3,3,100.0,9,9,100.0,12,37,32.4,0,0.0,0.0,0,1,0,0,0,Matches
425,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-094,1997,12.8,431,533,80.9,7696,1824,216,249,86.7,146,171,85.4,56,81,69.1,0,1.0,-1.0,14,41,11,1,43,Matches
426,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-251,1988,19.4,412,666,61.9,8872,3305,157,207,75.8,153,204,75.0,94,218,43.1,4,4.7,-0.7,51,45,19,7,57,Matches
427,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-104,1995,14.4,434,625,69.4,7564,3493,207,239,86.6,178,250,71.2,41,104,39.4,0,0.4,-0.4,7,27,6,6,37,Matches
428,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-329,2000,8.2,150,192,78.1,3614,1004,34,41,82.9,77,86,89.5,39,64,60.9,0,0.0,0.0,0,8,0,0,6,Matches
429,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,32-049,1989,3.3,78,110,70.9,1340,297,39,47,83.0,29,38,76.3,8,18,44.4,0,0.3,-0.3,2,7,4,3,5,Matches
430,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-235,1992,0.7,23,31,74.2,529,200,8,10,80.0,9,10,90.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,Matches
431,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-217,1987,27.6,745,896,83.1,13196,3771,335,393,85.2,322,366,88.0,74,103,71.8,1,0.6,+0.4,6,79,6,1,83,Matches
432,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-211,2002,8.0,224,285,78.6,3478,803,129,149,86.6,69,89,77.5,19,26,73.1,1,0.9,+0.1,8,12,11,1,26,Matches
433,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-106,1987,16.5,1173,1247,94.1,24743,6069,321,340,94.4,666,690,96.5,173,197,87.8,0,0.5,-0.5,2,82,1,0,35,Matches
434,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,31-047,1990,6.8,681,747,91.2,11158,2841,330,346,95.4,294,313,93.9,43,61,70.5,0,0.9,-0.9,12,55,16,0,59,Matches
435,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-097,1991,27.0,606,821,73.8,9752,2699,318,396,80.3,220,278,79.1,47,98,48.0,5,1.6,+3.4,20,65,16,6,62,Matches
436,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-170,1998,0.5,3,3,100.0,43,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
437,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-086,1994,5.6,134,175,76.6,2582,660,62,69,89.9,50,61,82.0,21,43,48.8,0,0.4,-0.4,7,12,6,0,17,Matches
438,Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-088,1993,12.4,271,353,76.8,4272,1038,150,172,87.2,88,112,78.6,24,48,50.0,0,1.5,-1.5,10,18,6,3,21,Matches
439,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-340,1990,4.6,204,274,74.5,3265,1127,112,128,87.5,71,91,78.0,17,32,53.1,1,0.5,+0.5,5,27,7,2,28,Matches
440,Portu\Portu,es ESP,FWMF,Real Sociedad,28-363,1992,23.4,373,552,67.6,5407,1334,216,281,76.9,127,177,71.8,14,46,30.4,3,4.9,-1.9,28,10,18,4,31,Matches
441,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-196,1988,18.0,705,825,85.5,16002,6280,178,187,95.2,361,387,93.3,161,240,67.1,0,0.0,0.0,1,58,2,0,53,Matches
442,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-067,1997,0.1,2,5,40.0,31,3,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
443,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-086,1999,24.2,817,1130,72.3,15455,6478,371,424,87.5,316,394,80.2,117,265,44.2,0,0.8,-0.8,9,88,23,9,85,Matches
444,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-087,1992,23.1,423,637,66.4,6593,1685,243,307,79.2,136,201,67.7,32,77,41.6,5,1.9,+3.1,16,29,17,3,49,Matches
445,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-279,1999,2.8,286,313,91.4,4848,909,157,169,92.9,90,97,92.8,34,41,82.9,0,0.1,-0.1,3,24,4,0,20,Matches
446,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-041,1991,31.1,1334,1582,84.3,30142,8704,314,349,90.0,746,813,91.8,266,394,67.5,0,0.5,-0.5,5,80,7,0,68,Matches
447,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-182,1999,3.8,73,96,76.0,1235,204,41,49,83.7,20,29,69.0,10,11,90.9,0,0.1,-0.1,5,5,2,0,7,Matches
448,Quini\Quini,es ESP,DF,Granada,31-237,1989,13.2,361,509,70.9,6234,2386,179,217,82.5,145,189,76.7,31,78,39.7,0,0.3,-0.3,4,25,7,4,21,Matches
449,Quique\Quique,es ESP,FWMF,Eibar,31-003,1990,1.7,32,46,69.6,498,65,21,28,75.0,8,12,66.7,3,4,75.0,0,0.0,0.0,0,2,1,0,2,Matches
450,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-202,1995,1.6,62,78,79.5,1163,254,27,31,87.1,20,25,80.0,12,19,63.2,0,0.1,-0.1,2,3,3,1,7,Matches
451,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,23-063,1998,23.3,844,1049,80.5,18023,3792,291,363,80.2,375,438,85.6,167,217,77.0,1,0.4,+0.6,8,103,8,1,83,Matches
452,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-102,1993,12.5,603,683,88.3,11543,2491,245,273,89.7,263,286,92.0,85,109,78.0,2,0.3,+1.7,3,43,8,2,52,Matches
453,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,33-070,1988,24.4,1462,1667,87.7,28794,6722,618,663,93.2,598,662,90.3,218,294,74.1,2,1.3,+0.7,21,154,11,1,115,Matches
454,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-343,1993,3.0,89,120,74.2,1677,851,38,43,88.4,42,54,77.8,8,21,38.1,0,0.0,0.0,1,9,3,1,8,Matches
455,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-314,1995,13.3,226,301,75.1,3984,757,109,134,81.3,76,101,75.2,29,38,76.3,1,0.4,+0.6,9,12,6,3,18,Matches
456,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-050,1986,14.2,1023,1114,91.8,23732,7702,279,299,93.3,489,513,95.3,250,285,87.7,0,0.2,-0.2,4,106,2,1,61,Matches
457,Recio\Recio,es ESP,MF,Eibar,30-128,1991,8.2,343,430,79.8,6288,1581,161,181,89.0,126,150,84.0,49,82,59.8,0,0.7,-0.7,13,30,6,3,24,Matches
458,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-054,1997,2.0,67,76,88.2,1613,554,16,16,100.0,35,39,89.7,16,19,84.2,0,0.0,0.0,0,3,0,0,4,Matches
459,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-168,1994,6.3,363,417,87.1,6222,2035,165,179,92.2,176,197,89.3,21,39,53.8,0,0.1,-0.1,3,19,4,1,19,Matches
460,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-056,1995,37.0,838,1174,71.4,25808,16132,142,145,97.9,371,377,98.4,324,650,49.8,0,0.0,0.0,0,12,0,0,1,Matches
461,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-083,1998,0.2,11,13,84.6,270,77,1,2,50.0,7,8,87.5,3,3,100.0,0,0.0,0.0,0,2,0,0,1,Matches
462,Ricard\Ricard,es ESP,DF,Atlético Madrid,21-086,2000,0.3,14,20,70.0,292,161,5,6,83.3,7,10,70.0,2,3,66.7,0,0.0,0.0,0,1,2,2,0,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,682,874,78.0,13090,2861,293,344,85.2,280,328,85.4,101,162,62.3,4,1.5,+2.5,17,50,12,6,60,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,303,408,74.3,4897,1031,160,185,86.5,106,120,88.3,25,81,30.9,1,1.9,-0.9,11,13,6,3,18,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,431,643,67.0,7034,2152,226,276,81.9,151,225,67.1,39,89,43.8,2,3.0,-1.0,24,31,17,11,39,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,655,781,83.9,14487,4700,209,225,92.9,301,334,90.1,138,200,69.0,1,0.7,+0.3,3,46,1,0,51,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,200,411,48.7,8584,6225,14,14,100.0,65,65,100.0,121,332,36.4,0,0.0,0.0,0,3,0,0,0,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,800,887,90.2,12331,3382,436,467,93.4,307,330,93.0,42,56,75.0,2,2.0,0.0,13,53,18,2,44,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,355,565,62.8,11228,7383,80,81,98.8,132,134,98.5,142,349,40.7,0,0.0,0.0,1,6,0,0,1,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,600,832,72.1,13239,3835,225,266,84.6,220,276,79.7,141,258,54.7,1,2.1,-1.1,16,74,29,6,84,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,203,239,84.9,3422,828,100,111,90.1,69,80,86.3,24,32,75.0,0,0.5,-0.5,6,13,9,1,20,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,376,556,67.6,7164,2717,161,185,87.0,153,212,72.2,56,133,42.1,1,0.7,+0.3,12,36,12,5,46,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,243,319,76.2,4482,1108,121,136,89.0,85,105,81.0,33,65,50.8,0,0.8,-0.8,7,17,9,2,18,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,212,318,66.7,3324,339,122,159,76.7,56,90,62.2,24,42,57.1,0,0.5,-0.5,6,10,7,1,10,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,1380,1620,85.2,26661,6616,562,628,89.5,575,639,90.0,215,291,73.9,0,0.7,-0.7,10,114,8,1,91,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,11,16,68.8,218,39,7,9,77.8,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0,0,1,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,296,325,91.1,5417,1177,127,138,92.0,131,136,96.3,35,42,83.3,0,0.6,-0.6,4,26,2,0,21,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,329,405,81.2,4612,1193,210,234,89.7,99,118,83.9,13,26,50.0,5,2.9,+2.1,16,17,16,2,34,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,390,560,69.6,8553,3760,132,159,83.0,179,234,76.5,76,146,52.1,1,0.1,+0.9,4,35,4,0,46,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,40,61,65.6,2198,1912,3,3,100.0,4,4,100.0,33,54,61.1,0,0.0,0.0,0,3,0,0,0,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,82,121,67.8,1805,601,31,38,81.6,36,45,80.0,14,27,51.9,0,0.1,-0.1,1,14,3,1,10,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,421,557,75.6,6377,2133,238,281,84.7,143,181,79.0,28,48,58.3,2,2.4,-0.4,23,36,21,4,50,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,15,21,71.4,298,40,7,11,63.6,4,6,66.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,1077,1222,88.1,22815,8121,329,353,93.2,545,581,93.8,191,269,71.0,0,0.1,-0.1,2,52,4,0,66,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,42,45,93.3,1171,604,5,5,100.0,23,23,100.0,14,17,82.4,0,0.0,0.0,0,0,0,0,0,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,335,386,86.8,7549,1707,78,90,86.7,183,194,94.3,71,90,78.9,0,0.2,-0.2,2,15,2,0,14,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,86,112,76.8,1432,330,44,52,84.6,28,37,75.7,11,16,68.8,0,0.4,-0.4,2,6,3,2,10,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,327,580,56.4,5515,2157,180,229,78.6,110,183,60.1,33,119,27.7,0,1.2,-1.2,18,12,22,18,24,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,392,503,77.9,6819,1728,187,223,83.9,153,184,83.2,41,74,55.4,0,0.1,-0.1,3,41,2,0,28,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,161,215,74.9,2228,347,97,120,80.8,42,63,66.7,10,13,76.9,0,0.3,-0.3,3,8,2,0,14,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,247,335,73.7,4179,825,128,169,75.7,88,116,75.9,26,34,76.5,2,1.2,+0.8,11,19,8,1,28,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,241,286,84.3,4031,989,123,135,91.1,88,103,85.4,23,36,63.9,0,0.0,0.0,1,8,2,2,4,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,684,879,77.8,16280,5205,156,172,90.7,353,407,86.7,169,285,59.3,1,0.1,+0.9,1,34,4,0,41,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,295,356,82.9,7341,1809,53,65,81.5,164,178,92.1,74,109,67.9,0,0.1,-0.1,3,17,2,1,20,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,24,31,77.4,406,108,12,14,85.7,11,14,78.6,1,2,50.0,1,0.3,+0.7,1,0,0,0,0,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,364,488,74.6,6429,2893,172,204,84.3,149,189,78.8,35,74,47.3,4,0.7,+3.3,11,40,14,8,46,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,549,807,68.0,9915,3424,241,312,77.2,219,305,71.8,70,145,48.3,2,1.8,+0.2,12,56,14,2,75,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,63,80,78.8,933,126,37,45,82.2,21,27,77.8,4,5,80.0,0,0.0,0.0,0,4,3,0,6,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,1490,1727,86.3,31948,9406,458,496,92.3,732,790,92.7,280,401,69.8,0,0.2,-0.2,2,123,5,0,74,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,641,834,76.9,12695,2442,257,309,83.2,234,275,85.1,123,192,64.1,1,1.2,-0.2,11,51,10,3,44,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,3,5,60.0,35,3,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
