Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
410,Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,29-001,1992,37.0,1070,638,432,137,0,39,30,0,0,0,0,0,393,45,632,609,257,0,0,112,746,7,21,7,3,Matches
411,Jon Pacheco\Jon-Pacheco,es ESP,DF,Real Sociedad,20-131,2001,0.4,51,51,0,0,0,6,0,0,0,0,0,0,46,0,5,46,3,2,0,0,47,0,2,0,1,Matches
412,Helibelton Palacios\Helibelton-Palacios,co COL,DF,Elche,27-344,1993,8.1,318,241,77,4,0,41,5,10,0,0,0,0,173,47,98,35,196,10,73,0,234,2,10,15,5,Matches
413,Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-043,2000,0.1,11,7,4,0,0,0,0,0,3,1,2,0,5,1,5,1,9,0,1,0,8,0,0,0,0,Matches
414,Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-033,1989,33.6,2695,2464,231,137,6,346,121,42,90,32,27,2,2083,245,367,292,2308,58,4,14,2383,9,28,47,42,Matches
415,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-340,1993,2.2,220,217,3,2,0,28,9,0,1,1,0,0,170,15,35,14,197,4,0,2,196,0,2,6,1,Matches
416,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-174,1990,29.2,1467,1378,89,81,1,140,66,0,0,0,0,0,1067,143,257,127,1232,66,8,8,1301,5,19,16,14,Matches
417,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-040,1996,22.3,1165,979,186,7,1,158,15,84,1,0,0,0,741,267,157,845,78,40,178,4,924,2,23,23,59,Matches
418,Pedri\Pedri,es ESP,MF,Barcelona,18-175,2002,26.8,1729,1678,51,16,8,290,40,11,27,2,0,1,1482,134,113,291,1403,19,7,3,1514,6,17,48,34,Matches
419,Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-150,2001,5.3,102,100,2,0,0,26,0,9,0,0,0,0,64,26,12,7,76,11,2,1,68,0,2,6,5,Matches
420,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-305,1991,12.1,580,488,92,10,0,78,10,35,1,0,0,0,348,118,114,39,433,11,81,3,444,4,10,14,21,Matches
421,Pepe\Pepe,es ESP,DF,Granada,21-078,2000,1.8,55,42,13,0,0,2,0,0,0,0,0,0,19,14,22,3,26,12,13,1,35,0,3,2,1,Matches
422,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-151,1990,16.4,509,475,34,8,2,111,20,34,9,4,3,0,338,84,87,82,395,11,17,1,379,1,11,15,24,Matches
423,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-121,1988,14.1,629,523,106,31,0,81,23,25,13,3,4,1,342,120,167,461,51,41,62,3,442,1,13,19,23,Matches
424,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-308,1996,2.0,49,25,24,5,0,2,1,0,0,0,0,0,14,2,33,2,40,0,0,4,24,1,2,0,0,Matches
425,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-094,1997,12.8,533,516,17,11,4,106,24,11,0,0,0,0,383,70,80,381,103,19,2,4,431,1,10,14,13,Matches
426,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-251,1988,19.4,666,485,181,59,1,107,62,56,80,18,36,10,364,91,211,578,57,17,5,2,412,4,22,18,35,Matches
427,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-104,1995,14.4,625,479,146,4,0,71,6,36,0,0,0,0,284,146,195,6,424,32,142,3,434,3,14,12,31,Matches
428,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-329,2000,8.2,192,180,12,10,0,22,8,0,0,0,0,0,123,24,45,32,138,12,2,0,150,2,8,1,1,Matches
429,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,32-049,1989,3.3,110,104,6,1,0,19,2,10,3,3,0,0,76,15,19,95,12,1,2,0,78,0,2,5,4,Matches
430,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-235,1992,0.7,31,27,4,1,0,0,3,2,0,0,0,0,18,5,8,3,23,2,3,0,23,0,2,0,1,Matches
431,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-217,1987,27.6,896,876,20,16,0,176,12,5,0,0,0,0,632,117,147,406,374,73,3,6,745,2,9,18,14,Matches
432,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-211,2002,8.0,285,281,4,0,2,69,1,11,0,0,0,0,212,47,26,33,223,16,3,3,224,0,4,13,13,Matches
433,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-106,1987,16.5,1247,1204,43,36,0,91,32,1,0,0,0,0,1033,93,121,72,1079,45,5,10,1173,1,14,6,4,Matches
434,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,31-047,1990,6.8,747,711,36,20,1,80,6,1,13,4,1,0,625,68,54,53,666,14,3,6,681,2,5,12,13,Matches
435,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-097,1991,27.0,821,787,34,10,2,201,20,28,17,2,2,0,547,121,153,586,113,66,6,5,606,5,20,31,29,Matches
436,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-170,1998,0.5,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,Matches
437,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-086,1994,5.6,175,161,14,5,0,24,9,8,7,4,3,0,113,22,40,19,145,5,0,4,134,0,4,0,5,Matches
438,Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-088,1993,12.4,353,347,6,5,1,65,5,8,0,0,0,0,239,49,65,63,246,30,1,2,271,3,7,6,12,Matches
439,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-340,1990,4.6,274,262,12,5,0,44,1,12,0,0,0,0,163,47,64,10,246,9,7,1,204,4,4,7,19,Matches
440,Portu\Portu,es ESP,FWMF,Real Sociedad,28-363,1992,23.4,552,531,21,5,0,126,13,55,11,6,3,0,339,105,108,22,474,25,3,10,373,2,8,11,38,Matches
441,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-196,1988,18.0,825,773,52,50,1,95,20,1,0,0,0,0,592,78,155,77,712,22,2,3,705,0,14,10,8,Matches
442,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-067,1997,0.1,5,5,0,0,0,2,0,0,0,0,0,0,2,2,1,0,2,1,0,0,2,0,0,2,0,Matches
443,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-086,1999,24.2,1130,933,197,17,0,110,30,59,0,0,0,0,564,260,306,121,771,48,180,2,817,2,25,29,43,Matches
444,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-087,1992,23.1,637,592,45,3,4,195,11,39,2,2,0,0,363,133,141,122,395,29,37,7,423,4,17,28,44,Matches
445,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-279,1999,2.8,313,305,8,5,2,51,4,0,2,1,0,0,274,17,22,12,297,3,1,0,286,2,2,8,1,Matches
446,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-041,1991,31.1,1582,1508,74,51,0,217,47,7,0,0,0,0,1161,132,289,158,1264,94,22,5,1334,3,28,23,20,Matches
447,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-182,1999,3.8,96,93,3,3,0,16,2,2,0,0,0,0,71,13,12,19,69,5,0,0,73,0,4,1,4,Matches
448,Quini\Quini,es ESP,DF,Granada,31-237,1989,13.2,509,378,131,4,0,70,12,17,0,0,0,0,237,134,138,90,246,26,127,2,361,3,13,17,23,Matches
449,Quique\Quique,es ESP,FWMF,Eibar,31-003,1990,1.7,46,44,2,0,0,15,1,0,0,0,0,0,30,4,12,29,5,6,0,1,32,0,1,2,2,Matches
450,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-202,1995,1.6,78,69,9,4,0,13,4,4,3,3,0,0,55,6,17,59,13,4,2,0,62,0,0,2,0,Matches
451,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,23-063,1998,23.3,1049,1033,16,13,0,249,55,1,1,0,1,0,711,156,182,139,792,51,2,7,844,2,23,28,21,Matches
452,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-102,1993,12.5,683,673,10,9,0,115,19,3,0,0,0,0,522,68,93,122,514,25,1,2,603,0,9,10,4,Matches
453,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,33-070,1988,24.4,1667,1585,82,58,2,192,99,14,8,1,5,1,1228,175,264,187,1370,62,12,11,1462,6,29,28,17,Matches
454,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-343,1993,3.0,120,87,33,2,0,21,4,2,0,0,0,0,58,24,38,10,70,3,31,0,89,0,1,3,1,Matches
455,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-314,1995,13.3,301,280,21,5,0,63,11,18,0,0,0,0,224,43,34,25,246,20,1,3,226,3,4,8,15,Matches
456,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-050,1986,14.2,1114,1085,29,24,0,75,74,5,0,0,0,0,818,136,160,155,896,34,5,7,1023,3,21,4,15,Matches
457,Recio\Recio,es ESP,MF,Eibar,30-128,1991,8.2,430,388,42,18,0,86,20,20,19,13,5,1,289,54,87,19,379,19,2,5,343,2,8,7,15,Matches
458,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-054,1997,2.0,76,71,5,5,0,10,1,0,0,0,0,0,54,12,10,11,61,4,0,0,67,0,2,2,2,Matches
459,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-168,1994,6.3,417,358,59,3,0,43,4,8,0,0,0,0,309,52,56,301,41,14,56,1,363,1,6,11,3,Matches
460,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-056,1995,37.0,1174,842,332,121,0,108,27,0,0,0,0,0,557,72,545,147,848,0,0,125,838,4,30,10,2,Matches
461,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-083,1998,0.2,13,13,0,0,0,2,0,0,0,0,0,0,11,0,2,11,1,1,0,0,11,0,0,0,0,Matches
462,Ricard\Ricard,es ESP,DF,Atlético Madrid,21-086,2000,0.3,20,16,4,0,0,1,1,2,0,0,0,0,11,3,6,1,14,1,4,0,14,0,0,0,2,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,874,843,31,8,0,190,33,26,3,0,0,0,591,128,155,69,732,44,9,9,682,5,19,24,36,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,408,344,64,16,0,86,23,26,35,12,17,1,270,50,88,250,132,11,10,0,303,1,9,14,9,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,643,575,68,7,1,130,19,62,15,4,5,4,393,111,139,493,60,30,45,1,431,1,15,26,48,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,781,750,31,27,1,152,46,1,0,0,0,0,523,89,169,134,598,32,4,2,655,2,16,10,14,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,411,224,187,74,0,29,8,0,0,0,0,0,91,22,298,11,347,1,0,38,200,2,20,4,1,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,887,808,79,7,1,77,2,7,0,0,0,0,699,117,71,126,662,23,72,0,800,3,4,10,25,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,565,391,174,58,0,31,18,0,0,0,0,0,240,16,309,46,414,1,0,80,355,4,24,5,0,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,832,774,58,28,2,147,63,28,20,13,4,1,460,113,259,661,119,22,4,8,600,7,35,23,25,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,239,230,9,4,0,28,6,10,1,1,0,0,184,29,26,205,21,8,4,0,203,0,1,7,6,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,556,465,91,11,0,93,32,41,19,9,8,1,286,90,180,377,80,27,61,2,376,2,15,11,20,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,319,289,30,7,2,51,13,18,22,9,9,0,209,39,71,43,255,13,0,1,243,1,6,14,6,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,318,304,14,0,0,90,10,14,0,0,0,0,185,69,64,35,237,15,3,5,212,3,12,11,16,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,1620,1562,58,51,3,226,59,4,1,1,0,0,1184,182,254,138,1346,93,6,4,1380,3,23,37,33,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,16,16,0,0,0,3,1,1,0,0,0,0,9,3,4,9,5,2,0,0,11,0,1,0,3,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,325,313,12,11,1,45,8,2,1,0,1,0,265,30,30,53,264,6,0,1,296,0,2,5,5,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,405,397,8,0,2,64,5,15,2,2,0,0,316,51,38,41,337,9,6,6,329,1,5,11,22,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,560,436,124,21,1,68,26,15,0,0,0,0,227,109,224,77,301,49,103,4,390,4,12,10,21,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,61,35,26,10,0,3,0,0,0,0,0,0,7,1,53,4,49,0,0,2,40,0,2,0,0,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,121,118,3,0,1,27,8,3,0,0,0,0,65,34,22,10,103,4,3,1,82,0,5,4,11,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,557,545,12,2,0,120,5,23,0,0,0,0,439,64,54,57,460,13,10,6,421,1,6,23,35,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,21,21,0,0,0,7,1,0,0,0,0,0,10,4,7,0,16,4,0,0,15,0,1,0,0,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,1222,1171,51,45,1,133,35,0,0,0,0,0,957,86,179,882,253,55,4,6,1077,3,22,12,5,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,45,39,6,1,0,1,6,0,0,0,0,0,34,3,8,14,22,0,0,9,42,0,1,0,0,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,386,373,13,13,0,38,14,1,0,0,0,0,313,28,45,280,81,16,0,1,335,2,9,6,4,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,112,109,3,1,0,20,5,11,0,0,0,0,76,17,19,14,91,3,2,1,86,0,3,1,4,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,580,492,88,13,0,91,19,84,24,5,17,0,268,138,174,54,435,24,51,4,327,2,10,19,52,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,503,494,9,8,0,85,16,2,0,0,0,0,311,77,115,43,399,35,1,4,392,1,8,14,8,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,215,195,20,0,1,57,3,1,0,0,0,0,140,36,39,40,133,13,0,0,161,1,3,6,7,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,335,320,15,1,0,88,7,4,1,1,0,0,237,64,34,38,265,12,1,6,247,0,10,24,10,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,286,255,31,6,0,45,6,8,0,0,0,0,204,39,43,213,39,5,25,1,241,0,3,4,8,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,879,828,51,49,1,113,31,0,0,0,0,0,577,71,231,118,678,45,2,1,684,3,21,10,8,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,356,341,15,15,0,37,21,1,0,0,0,0,259,19,78,97,240,13,0,1,295,2,6,4,2,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,488,385,103,3,0,64,12,26,1,0,1,0,262,131,95,295,66,22,99,3,364,4,12,13,17,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,807,791,16,13,4,180,16,5,0,0,0,0,418,151,238,113,547,87,3,5,549,8,27,30,28,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,80,74,6,0,0,33,0,0,0,0,0,0,48,23,9,5,50,6,0,6,63,0,4,2,2,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,1727,1674,53,46,1,180,58,2,0,0,0,0,1299,135,293,124,1461,77,7,8,1490,3,21,25,21,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,834,808,26,18,2,164,43,14,4,2,1,0,550,125,159,95,659,51,1,7,641,2,25,15,38,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,5,5,0,0,0,1,1,1,0,0,0,0,2,0,3,3,1,1,0,0,3,0,1,1,0,Matches
502,Sidnei\Sidnei,br BRA,DF,Betis,31-269,1989,7.7,510,496,14,13,0,60,14,0,0,0,0,0,399,32,79,93,388,16,0,4,462,0,5,2,4,Matches
503,David Silva\David-Silva,es ESP,MF,Real Sociedad,35-131,1986,14.7,827,794,33,22,8,95,23,11,6,4,2,0,605,108,114,690,95,28,3,2,696,10,11,20,24,Matches
504,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,27-075,1994,6.4,307,288,19,16,0,37,13,1,0,0,0,0,227,38,42,244,52,5,3,0,265,0,10,5,3,Matches
505,Rui Silva\Rui-Silva,pt POR,GK,Granada,27-101,1994,32.0,1075,679,396,130,0,65,20,0,0,0,0,0,283,17,775,717,181,1,0,68,591,6,43,7,3,Matches
506,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23-342,1997,37.0,1063,694,369,104,0,41,29,0,0,0,0,0,470,53,540,75,746,1,0,201,750,0,32,7,1,Matches
507,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,32-245,1988,33.1,1783,1695,88,73,0,223,37,12,1,1,0,0,1256,133,394,1426,185,93,6,6,1477,7,45,20,7,Matches
508,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,26-010,1995,11.6,660,482,178,14,0,58,16,40,1,0,1,0,237,185,238,431,23,34,163,3,458,4,20,15,24,Matches
509,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28-352,1992,0.5,23,23,0,0,0,7,1,1,0,0,0,0,19,3,1,3,20,0,0,0,17,0,0,3,2,Matches
510,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28-352,1992,11.4,236,229,7,1,1,63,3,7,0,0,0,0,159,41,36,25,172,20,1,4,172,2,5,10,6,Matches
511,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,29-136,1992,5.0,192,187,5,0,0,30,6,15,3,0,3,0,120,30,42,5,171,6,2,1,139,1,6,5,7,Matches
512,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35-357,1985,15.7,342,306,36,1,0,79,6,15,0,0,0,0,188,85,69,33,247,29,1,10,215,8,8,16,27,Matches
513,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,24-137,1997,29.4,1546,1344,202,89,4,174,85,26,109,43,33,5,1067,132,347,148,1341,31,4,10,1257,14,21,23,22,Matches
514,Son\Son,es ESP,DFMF,Levante,27-050,1994,11.4,577,452,125,10,0,81,20,38,2,1,0,0,298,167,112,61,378,16,113,3,433,0,9,17,27,Matches
515,David Soria\David-Soria,es ESP,GK,Getafe,28-045,1993,28.0,856,510,346,151,0,25,17,0,0,0,0,0,97,15,744,21,626,0,0,14,401,5,32,6,2,Matches
516,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,22-071,1999,3.9,123,115,8,4,0,26,4,5,3,0,3,0,80,18,25,94,16,8,1,0,89,0,5,3,6,Matches
517,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,17-151,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,33-022,1988,26.3,1255,878,377,71,1,98,60,62,4,0,4,0,447,327,481,66,782,78,302,5,832,7,25,49,40,Matches
519,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,27-133,1994,30.7,1944,1753,191,81,8,241,73,37,63,17,35,4,1490,201,253,279,1600,35,12,7,1573,5,33,46,45,Matches
520,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,34-115,1987,26.9,581,554,27,0,4,135,20,15,0,0,0,0,331,147,103,119,395,29,2,17,430,2,10,21,23,Matches
521,Suso\Suso,es ESP,FW,Sevilla,27-181,1993,23.7,1179,1116,63,21,1,190,73,80,27,9,1,3,818,134,227,1031,115,15,12,1,957,3,34,32,39,Matches
522,Tachi\Tachi,es ESP,DF,Alavés,23-251,1997,8.4,330,295,35,23,0,29,23,1,0,0,0,0,176,31,123,18,265,22,12,0,242,2,10,3,4,Matches
523,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25-295,1995,30.0,1570,1523,47,44,2,184,68,5,0,0,0,0,1110,174,286,202,1253,65,3,6,1297,3,37,22,29,Matches
524,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,20-073,2001,0.7,22,21,1,0,0,2,0,2,0,0,0,0,16,3,3,4,16,0,1,0,18,0,0,0,1,Matches
525,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24-303,1996,1.2,99,79,20,0,0,9,3,11,0,0,0,0,49,14,36,8,64,6,20,0,75,0,2,0,2,Matches
526,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,29-281,1991,13.9,493,479,14,5,3,69,10,27,4,2,1,0,376,67,50,119,347,12,5,1,388,3,3,11,30,Matches
527,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,29-019,1992,31.0,1035,841,194,38,0,94,21,0,0,0,0,0,757,47,231,169,708,1,0,150,921,1,15,9,1,Matches
528,David Timor\David-Timor,es ESP,MFDF,Getafe,31-214,1989,15.5,603,530,73,55,0,75,63,10,12,3,5,2,238,91,274,445,42,82,4,4,390,1,25,15,9,Matches
529,Toño\Tono,es ESP,DF,Levante,31-193,1989,7.4,354,292,62,10,1,81,6,16,0,0,0,0,225,83,46,264,22,11,52,1,289,2,7,8,14,Matches
530,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,25-097,1996,5.8,322,318,4,4,1,51,4,0,0,0,0,0,240,38,44,36,257,23,0,1,286,0,2,2,3,Matches
531,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,26-190,1994,15.2,994,946,48,8,2,142,84,25,22,4,4,1,651,124,219,88,856,23,13,11,846,6,13,22,16,Matches
532,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,24-123,1997,32.0,1995,1927,68,62,3,210,90,4,0,0,0,0,1574,141,280,1684,208,64,6,9,1779,4,30,18,12,Matches
533,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,32-073,1989,20.0,736,649,87,48,0,108,58,60,29,12,11,3,375,123,238,120,553,44,9,4,495,5,18,18,32,Matches
534,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26-304,1994,16.7,660,653,7,7,0,159,15,4,0,0,0,0,406,100,154,74,423,97,0,3,515,0,12,20,8,Matches
535,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,29-214,1991,27.1,1587,1544,43,30,8,264,27,18,2,1,0,0,1240,171,176,435,1082,37,7,12,1362,11,21,30,30,Matches
536,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,21-141,1999,7.3,378,366,12,1,0,63,5,11,5,0,0,0,330,23,25,306,47,11,6,6,318,1,4,10,18,Matches
537,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,30-242,1990,26.5,1760,1496,264,18,3,197,47,63,36,1,26,1,1034,342,384,65,1355,89,210,7,1395,9,23,57,46,Matches
538,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,27-186,1993,6.7,555,543,12,11,0,40,4,0,0,0,0,0,500,32,23,443,87,9,1,4,533,0,2,2,1,Matches
539,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,24-009,1997,13.7,313,298,15,2,2,116,1,6,1,1,0,0,143,82,88,15,160,52,3,11,197,0,5,9,13,Matches
540,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,32-051,1989,4.0,118,96,22,7,0,21,2,0,0,0,0,0,75,6,37,12,87,0,0,17,95,0,0,1,0,Matches
541,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26-304,1994,1.3,82,72,10,7,0,14,4,0,3,0,2,1,64,8,10,4,73,4,0,0,70,1,2,2,1,Matches
542,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,24-134,1997,14.5,464,438,26,13,1,58,20,1,0,0,0,0,293,34,137,71,344,26,13,0,353,2,19,9,9,Matches
543,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,24-094,1997,10.4,251,228,23,2,2,73,10,8,3,0,0,0,173,48,30,27,196,14,1,6,188,0,6,6,15,Matches
544,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22-301,1998,13.8,745,733,12,3,0,80,39,19,0,0,0,0,566,91,88,55,650,18,9,6,654,2,9,10,18,Matches
545,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,28-024,1993,29.2,1668,1618,50,43,2,150,54,1,0,0,0,0,1312,139,217,663,896,59,7,5,1516,1,14,18,16,Matches
546,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,25-039,1996,6.0,274,263,11,9,0,29,12,2,0,0,0,0,196,25,53,15,241,10,2,2,215,3,11,8,5,Matches
547,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,32-086,1989,1.2,78,77,1,0,0,14,2,3,0,0,0,0,58,11,9,59,9,3,0,1,69,0,1,1,1,Matches
