Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,3,0,0,6,2,0,1,13,12,0,0,0,62,18,18,50.0,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,4,0,0,15,7,0,26,10,9,0,0,0,77,7,14,33.3,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,10,0,0,56,40,2,5,26,30,0,2,0,304,67,63,51.5,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,2,0,0,14,16,4,0,3,0,0,0,0,19,20,30,40.0,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,14,0,0,29,17,3,2,35,26,0,1,0,312,100,47,68.0,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,5,0,0,40,31,1,14,19,36,0,1,0,194,29,22,56.9,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
502,Sidnei\Sidnei,br BRA,DF,Betis,31-269,1989,7.7,1,0,0,7,8,0,0,10,4,0,0,0,78,19,20,48.7,Matches
503,David Silva\David-Silva,es ESP,MF,Real Sociedad,35-131,1986,14.7,4,0,0,24,18,1,11,17,13,0,1,0,119,12,22,35.3,Matches
504,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,27-075,1994,6.4,2,0,0,10,2,0,1,8,12,0,1,1,45,9,10,47.4,Matches
505,Rui Silva\Rui-Silva,pt POR,GK,Granada,27-101,1994,32.0,1,0,0,2,4,0,0,0,0,0,2,0,171,0,0,,Matches
506,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23-342,1997,37.0,1,0,0,2,6,1,0,0,0,0,1,0,178,0,1,0.0,Matches
507,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,32-245,1988,33.1,4,0,0,36,9,1,12,41,30,0,0,0,337,132,60,68.8,Matches
508,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,26-010,1995,11.6,2,0,0,8,3,1,40,17,16,0,0,0,124,16,16,50.0,Matches
509,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28-352,1992,0.5,0,0,0,4,0,0,1,1,3,0,0,0,6,0,3,0.0,Matches
510,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28-352,1992,11.4,2,0,0,17,26,4,7,9,15,1,0,0,58,23,34,40.4,Matches
511,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,29-136,1992,5.0,1,0,0,16,3,0,15,4,13,0,0,0,44,11,13,45.8,Matches
512,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35-357,1985,15.7,8,1,1,24,14,20,15,6,8,0,0,0,68,27,74,26.7,Matches
513,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,24-137,1997,29.4,7,0,0,27,36,0,26,21,21,0,0,0,235,19,26,42.2,Matches
514,Son\Son,es ESP,DFMF,Levante,27-050,1994,11.4,3,0,0,14,12,0,38,15,11,0,0,0,97,13,12,52.0,Matches
515,David Soria\David-Soria,es ESP,GK,Getafe,28-045,1993,28.0,2,0,0,0,4,0,0,0,0,0,0,0,177,0,0,,Matches
516,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,22-071,1999,3.9,0,0,0,10,8,3,5,2,5,0,0,0,33,5,9,35.7,Matches
517,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,17-151,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
518,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,33-022,1988,26.3,13,1,1,54,38,0,62,34,32,0,1,0,253,37,29,56.1,Matches
519,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,27-133,1994,30.7,9,0,0,45,37,1,37,26,33,0,0,0,235,13,16,44.8,Matches
520,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,34-115,1987,26.9,6,0,0,21,39,32,15,5,5,2,0,0,82,24,33,42.1,Matches
521,Suso\Suso,es ESP,FW,Sevilla,27-181,1993,23.7,2,0,0,24,37,6,80,9,12,0,0,0,117,5,13,27.8,Matches
522,Tachi\Tachi,es ESP,DF,Alavés,23-251,1997,8.4,5,1,1,10,16,0,1,8,6,1,0,0,63,21,19,52.5,Matches
523,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25-295,1995,30.0,11,0,0,65,47,1,5,46,49,0,0,0,351,70,55,56.0,Matches
524,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,20-073,2001,0.7,0,0,0,1,0,0,2,1,1,0,0,0,4,1,2,33.3,Matches
525,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24-303,1996,1.2,1,0,0,1,0,0,11,0,3,0,0,0,13,1,3,25.0,Matches
526,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,29-281,1991,13.9,0,0,0,7,8,2,27,8,9,0,0,0,89,12,12,50.0,Matches
527,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,29-019,1992,31.0,1,0,0,1,1,0,0,0,0,0,1,0,131,0,0,,Matches
528,David Timor\David-Timor,es ESP,MFDF,Getafe,31-214,1989,15.5,5,1,0,17,15,0,10,13,8,0,0,1,186,42,36,53.8,Matches
529,Toño\Tono,es ESP,DF,Levante,31-193,1989,7.4,2,0,0,10,10,1,16,6,4,0,0,0,48,5,8,38.5,Matches
530,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,25-097,1996,5.8,2,0,0,10,12,1,0,7,6,0,0,0,68,5,8,38.5,Matches
531,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,26-190,1994,15.2,2,0,0,20,17,0,25,16,26,0,0,0,103,3,18,14.3,Matches
532,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,24-123,1997,32.0,2,0,0,13,15,2,4,30,10,0,0,1,289,56,37,60.2,Matches
533,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,32-073,1989,20.0,0,0,0,13,31,0,60,19,7,1,0,0,145,8,22,26.7,Matches
534,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26-304,1994,16.7,4,0,0,25,25,2,4,27,21,0,0,0,213,87,62,58.4,Matches
535,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,29-214,1991,27.1,6,1,0,54,38,1,18,15,34,1,0,0,223,20,28,41.7,Matches
536,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,21-141,1999,7.3,1,0,0,6,11,8,11,4,4,0,0,0,41,4,9,30.8,Matches
537,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,30-242,1990,26.5,0,0,0,30,15,6,63,37,37,0,0,0,232,50,25,66.7,Matches
538,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,27-186,1993,6.7,1,0,0,13,8,0,0,12,5,0,0,0,64,20,6,76.9,Matches
539,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,24-009,1997,13.7,4,0,0,38,32,5,6,3,7,1,0,0,65,90,106,45.9,Matches
540,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,32-051,1989,4.0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,,Matches
541,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26-304,1994,1.3,0,0,0,0,3,0,0,3,1,0,0,0,9,1,0,100.0,Matches
542,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,24-134,1997,14.5,2,1,0,12,5,2,1,8,8,0,1,0,101,25,23,52.1,Matches
543,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,24-094,1997,10.4,2,0,0,14,20,4,8,6,9,1,0,0,49,7,23,23.3,Matches
544,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22-301,1998,13.8,0,0,0,10,9,2,19,21,18,0,0,0,100,8,9,47.1,Matches
545,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,28-024,1993,29.2,2,0,0,15,10,0,1,35,11,0,0,1,248,70,24,74.5,Matches
546,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,25-039,1996,6.0,1,0,0,6,4,0,2,12,1,0,0,1,50,12,10,54.5,Matches
547,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,32-086,1989,1.2,1,0,0,5,5,1,3,0,2,0,0,0,15,8,5,61.5,Matches
548,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,28-057,1993,5.3,3,0,0,4,8,0,7,10,12,0,1,0,46,3,8,27.3,Matches
549,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29-322,1991,20.5,3,0,0,31,31,3,81,15,43,0,0,0,134,10,16,38.5,Matches
550,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,25-234,1995,1.0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
551,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18-357,2002,1.3,0,0,0,4,3,0,1,0,1,0,0,0,7,0,4,0.0,Matches
552,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,20-185,2000,18.5,6,0,0,30,22,0,5,15,28,1,0,0,185,18,24,42.9,Matches
553,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,32-210,1988,32.0,11,0,0,32,41,2,3,43,24,0,4,0,214,74,45,62.2,Matches
554,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27-363,1993,18.5,7,0,0,39,13,1,5,23,26,0,0,0,217,52,40,56.5,Matches
555,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,27-024,1994,25.7,7,0,0,28,20,0,3,35,24,0,1,1,245,60,33,64.5,Matches
556,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,23-133,1998,0.4,0,0,0,0,0,0,6,0,1,0,0,0,10,0,0,,Matches
557,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26-319,1994,7.5,1,0,0,4,15,2,16,9,9,0,0,0,55,4,15,21.1,Matches
558,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,31-271,1989,5.6,1,0,0,4,14,0,12,8,11,0,0,0,53,8,7,53.3,Matches
559,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,26-115,1995,25.1,10,0,0,42,35,1,40,42,29,0,0,0,209,58,30,65.9,Matches
560,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,26-132,1995,10.1,2,0,0,16,31,3,24,7,19,2,0,0,65,8,15,34.8,Matches
561,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,23-231,1997,16.7,1,0,0,18,31,7,17,3,4,0,0,0,41,56,51,52.3,Matches
562,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23-314,1997,18.8,1,0,0,1,2,0,0,0,0,0,1,0,103,0,0,,Matches
563,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,31-198,1989,3.3,1,0,0,6,8,1,1,1,3,1,0,0,20,7,6,53.8,Matches
564,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,29-129,1992,5.8,2,0,0,8,4,1,20,6,13,0,0,0,35,16,14,53.3,Matches
565,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,29-157,1991,9.0,4,0,0,18,7,0,2,5,7,0,1,0,56,16,8,66.7,Matches
566,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31-353,1989,33.1,8,0,0,36,34,7,47,29,35,0,0,0,290,51,56,47.7,Matches
567,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,25-094,1996,22.7,3,0,0,28,16,22,5,6,7,1,0,0,90,28,77,26.7,Matches
568,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26-338,1994,26.1,1,0,0,17,37,12,52,3,7,0,0,0,84,42,68,38.2,Matches
569,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18-311,2002,0.6,0,0,0,1,0,1,2,1,0,0,0,0,6,1,0,100.0,Matches
570,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,29-079,1992,14.3,5,0,0,11,14,2,2,37,12,0,1,0,141,52,21,71.2,Matches
571,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,27-219,1993,9.0,2,0,0,2,1,0,0,0,0,0,0,0,39,0,0,,Matches
572,Yoel\Yoel,es ESP,GK,Eibar,32-264,1988,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,,Matches
573,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,27-071,1994,5.1,4,1,0,13,6,2,0,10,10,0,0,0,56,11,10,52.4,Matches
574,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28-329,1992,7.1,3,0,0,14,9,0,21,6,8,0,0,0,55,17,6,73.9,Matches
575,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,22-135,1999,1.1,0,0,0,0,2,0,1,0,1,0,0,0,6,0,2,0.0,Matches
576,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,24-050,1997,21.8,5,0,0,32,11,2,6,24,21,0,0,0,214,52,30,63.4,Matches
577,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,22-106,1999,19.9,6,0,0,37,17,0,2,31,20,0,0,0,174,51,27,65.4,Matches
578,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,22-153,1998,2.6,0,0,0,1,1,1,2,1,0,0,0,0,15,2,3,40.0,Matches
