Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
413,Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-043,2000,0.1,1,1,0,1,0,0,0,,0,5,2,40.0,0,5,0,1,0,0,1,0,1,0,0,Matches
414,Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-033,1989,33.6,72,55,31,33,8,22,77,28.6,55,652,190,29.1,189,323,140,54,7,0,47,30,102,27,0,Matches
415,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-340,1993,2.2,10,7,6,3,1,3,5,60.0,2,50,15,30.0,18,23,9,4,1,0,3,2,12,1,0,Matches
416,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-174,1990,29.2,18,11,10,6,2,10,24,41.7,14,130,47,36.2,78,44,8,46,26,1,20,52,70,144,4,Matches
417,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-040,1996,22.3,41,21,19,14,8,13,35,37.1,22,275,75,27.3,99,103,73,62,8,0,54,26,67,54,0,Matches
418,Pedri\Pedri,es ESP,MF,Barcelona,18-175,2002,26.8,48,34,14,22,12,23,70,32.9,47,661,189,28.6,158,301,202,59,1,0,58,35,83,4,0,Matches
419,Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-150,2001,5.3,7,4,2,3,2,3,11,27.3,8,113,24,21.2,35,54,24,2,0,0,2,4,11,6,0,Matches
420,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-305,1991,12.1,24,16,6,16,2,9,29,31.0,20,188,51,27.1,57,87,44,25,1,0,24,13,37,15,0,Matches
421,Pepe\Pepe,es ESP,DF,Granada,21-078,2000,1.8,4,4,2,2,0,1,1,100.0,0,16,7,43.8,8,5,3,4,2,0,2,1,5,8,1,Matches
422,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-151,1990,16.4,21,15,8,6,7,7,40,17.5,33,263,69,26.2,89,113,61,23,2,0,21,30,51,12,0,Matches
423,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-121,1988,14.1,19,13,5,10,4,5,13,38.5,8,171,48,28.1,49,97,25,18,0,0,18,9,28,7,0,Matches
424,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-308,1996,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-094,1997,12.8,31,17,9,17,5,11,32,34.4,21,313,85,27.2,84,168,61,21,3,0,18,10,41,15,0,Matches
426,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-251,1988,19.4,12,9,6,3,3,2,10,20.0,8,274,64,23.4,29,128,117,8,2,0,6,6,18,4,0,Matches
427,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-104,1995,14.4,44,23,26,16,2,21,37,56.8,16,214,68,31.8,120,79,15,40,7,1,33,13,57,55,0,Matches
428,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-329,2000,8.2,7,6,6,1,0,3,6,50.0,3,70,20,28.6,38,30,2,14,4,0,10,9,16,44,0,Matches
429,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,32-049,1989,3.3,5,3,2,2,1,2,6,33.3,4,68,19,27.9,12,34,22,6,0,0,6,1,6,1,0,Matches
430,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-235,1992,0.7,2,0,2,0,0,0,0,,0,7,2,28.6,4,3,0,0,0,0,0,1,3,4,0,Matches
431,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-217,1987,27.6,53,32,23,26,4,15,42,35.7,27,462,134,29.0,154,243,65,43,8,0,35,40,93,56,0,Matches
432,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-211,2002,8.0,15,9,6,7,2,2,24,8.3,22,184,57,31.0,43,86,55,21,1,0,20,8,23,5,0,Matches
433,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-106,1987,16.5,21,13,13,7,1,9,14,64.3,5,114,46,40.4,51,62,1,16,3,0,13,15,36,65,0,Matches
434,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,31-047,1990,6.8,9,5,5,3,1,2,9,22.2,7,83,22,26.5,30,38,15,7,1,0,6,8,17,5,0,Matches
435,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-097,1991,27.0,51,37,25,17,9,16,43,37.2,27,426,129,30.3,122,196,108,55,6,0,49,36,87,37,0,Matches
436,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-170,1998,0.5,0,0,0,0,0,0,1,0.0,1,5,1,20.0,2,2,1,2,0,0,2,0,0,0,0,Matches
437,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-086,1994,5.6,5,4,2,2,1,0,7,0.0,7,85,24,28.2,18,53,14,4,0,0,4,2,7,4,0,Matches
438,Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-088,1993,12.4,30,19,12,14,4,4,14,28.6,10,259,74,28.6,62,145,52,17,1,0,16,11,41,14,0,Matches
439,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-340,1990,4.6,5,3,1,4,0,3,14,21.4,11,58,12,20.7,15,28,15,6,0,0,6,5,10,2,0,Matches
440,Portu\Portu,es ESP,FWMF,Real Sociedad,28-363,1992,23.4,18,14,8,7,3,2,32,6.3,30,375,93,24.8,65,153,157,24,2,0,22,12,30,6,0,Matches
441,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-196,1988,18.0,22,13,17,4,1,8,21,38.1,13,144,42,29.2,91,47,6,33,10,0,23,39,61,120,1,Matches
442,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-067,1997,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,0,2,0,0,0,0,0,0,0,0,Matches
443,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-086,1999,24.2,43,26,23,14,6,16,47,34.0,31,306,97,31.7,115,113,78,47,3,0,44,28,71,48,1,Matches
444,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-087,1992,23.1,27,17,12,10,5,11,28,39.3,17,316,72,22.8,85,129,102,37,6,1,31,12,39,15,0,Matches
445,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-279,1999,2.8,5,5,1,4,0,2,3,66.7,1,54,12,22.2,5,29,20,1,0,0,1,2,7,0,0,Matches
446,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-041,1991,31.1,42,26,32,10,0,15,43,34.9,28,288,111,38.5,176,94,18,48,22,0,26,32,74,133,0,Matches
447,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-182,1999,3.8,6,6,1,4,1,4,8,50.0,4,91,26,28.6,12,53,26,8,0,0,8,4,10,0,0,Matches
448,Quini\Quini,es ESP,DF,Granada,31-237,1989,13.2,42,23,28,10,4,22,40,55.0,18,214,53,24.8,111,66,37,21,8,0,13,21,63,45,0,Matches
449,Quique\Quique,es ESP,FWMF,Eibar,31-003,1990,1.7,0,0,0,0,0,0,1,0.0,1,32,5,15.6,1,11,20,4,1,0,3,0,0,0,0,Matches
450,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-202,1995,1.6,3,2,0,2,1,1,4,25.0,3,34,9,26.5,9,20,5,3,0,0,3,2,5,1,0,Matches
451,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,23-063,1998,23.3,34,24,14,16,4,13,54,24.1,41,343,110,32.1,123,175,45,40,10,0,30,20,54,55,0,Matches
452,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-102,1993,12.5,18,11,9,9,0,6,21,28.6,15,162,47,29.0,57,82,23,17,4,0,13,13,31,23,1,Matches
453,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,33-070,1988,24.4,35,30,15,16,4,8,39,20.5,31,382,111,29.1,109,186,87,37,5,0,32,19,54,34,1,Matches
454,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-343,1993,3.0,4,1,3,0,1,1,2,50.0,1,29,6,20.7,17,6,6,6,1,0,5,2,6,6,0,Matches
455,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-314,1995,13.3,20,11,6,11,3,3,10,30.0,7,219,56,25.6,34,110,75,10,1,0,9,13,33,3,0,Matches
456,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-050,1986,14.2,20,12,10,8,2,6,14,42.9,8,97,39,40.2,47,38,12,18,5,1,13,16,36,46,1,Matches
457,Recio\Recio,es ESP,MF,Eibar,30-128,1991,8.2,16,9,3,10,3,5,16,31.3,11,146,47,32.2,30,75,41,6,1,0,5,4,20,3,0,Matches
458,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-054,1997,2.0,0,0,0,0,0,0,4,0.0,4,16,7,43.8,16,0,0,0,0,0,0,1,1,6,0,Matches
459,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-168,1994,6.3,9,7,2,6,1,3,7,42.9,4,84,29,34.5,38,33,13,15,2,1,13,5,14,19,0,Matches
460,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-056,1995,37.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,0,2,0,Matches
461,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-083,1998,0.2,0,0,0,0,0,0,0,,0,4,3,75.0,2,2,0,1,0,0,1,0,0,0,0,Matches
462,Ricard\Ricard,es ESP,DF,Atlético Madrid,21-086,2000,0.3,1,1,0,1,0,0,0,,0,7,4,57.1,3,3,1,1,0,0,1,0,1,1,0,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,25,15,14,8,3,9,41,22.0,32,365,90,24.7,115,176,74,30,3,0,27,20,45,20,0,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,14,10,5,7,2,4,17,23.5,13,150,33,22.0,38,65,47,15,1,0,14,5,19,10,0,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,25,15,15,8,2,9,47,19.1,38,318,77,24.2,85,145,88,28,1,0,27,31,56,37,0,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,23,14,15,6,2,8,20,40.0,12,176,56,31.8,95,60,21,31,16,0,15,32,55,83,2,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,12,7,5,4,3,7,14,50.0,7,87,22,25.3,29,33,25,25,7,0,18,8,20,13,0,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,0,1,0,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,42,31,15,19,8,13,40,32.5,27,337,102,30.3,87,175,75,25,2,0,23,22,64,14,0,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,4,2,1,2,1,2,4,50.0,2,63,19,30.2,10,32,21,7,1,0,6,2,6,2,0,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,18,11,11,6,1,7,22,31.8,15,193,50,25.9,51,87,55,22,1,0,21,14,32,19,0,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,17,14,3,11,3,4,14,28.6,10,85,31,36.5,11,47,27,4,0,0,4,8,25,4,0,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,4,2,1,1,2,1,13,7.7,12,247,52,21.1,13,128,106,11,2,0,9,2,6,7,0,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,105,69,54,45,6,38,91,41.8,53,686,218,31.8,248,375,63,74,13,0,61,55,160,63,2,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,3,2,0,3,0,0,0,,0,8,3,37.5,0,6,2,1,0,0,1,0,3,0,0,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,4,4,2,2,0,1,9,11.1,8,93,24,25.8,29,50,14,10,1,0,9,9,13,7,0,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,15,7,7,6,2,2,18,11.1,16,213,46,21.6,45,105,63,18,0,0,18,7,22,5,0,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,22,15,13,8,1,8,16,50.0,8,153,54,35.3,84,55,14,17,5,0,12,12,34,41,0,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,7,5,4,1,2,2,11,18.2,9,105,23,21.9,38,41,26,8,0,0,8,1,8,4,0,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,37,24,13,14,10,16,46,34.8,30,299,95,31.8,66,144,89,23,0,0,23,21,58,14,0,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,2,2,1,1,0,0,0,,0,12,2,16.7,5,5,2,1,0,0,1,0,2,2,0,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,17,11,11,6,0,5,10,50.0,5,140,49,35.0,70,60,10,26,12,0,14,46,63,127,0,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,12,5,7,4,1,4,8,50.0,4,71,26,36.6,34,35,2,10,2,0,8,7,19,32,0,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,7,6,2,2,3,2,12,16.7,10,133,42,31.6,33,60,40,10,1,0,9,6,13,0,0,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,21,12,14,7,0,9,22,40.9,13,317,84,26.5,102,133,82,23,2,0,21,18,39,31,0,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,28,17,17,10,1,6,24,25.0,18,306,79,25.8,111,172,23,32,9,0,23,14,42,32,0,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,7,6,0,5,2,1,4,25.0,3,137,30,21.9,2,57,78,6,0,0,6,2,9,8,1,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,8,8,4,3,1,3,11,27.3,8,226,52,23.0,27,113,86,7,0,0,7,3,11,5,0,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,11,5,7,4,0,7,13,53.8,6,63,12,19.0,27,34,2,13,1,0,12,4,15,10,0,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,26,11,15,10,1,10,24,41.7,14,159,56,35.2,84,68,7,43,28,0,15,24,50,205,3,Matches
494,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,24-066,1997,10.2,19,12,14,4,1,7,8,87.5,1,74,24,32.4,49,22,3,18,8,0,10,13,32,55,0,Matches
495,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,20-268,2000,0.5,0,0,0,0,0,0,1,0.0,1,5,0,0.0,3,2,0,5,2,0,3,0,0,0,0,Matches
496,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,20-268,2000,9.8,25,9,12,8,5,10,23,43.5,13,188,56,29.8,72,60,56,12,0,0,12,10,35,21,0,Matches
497,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,34-359,1986,22.2,45,30,10,29,6,10,55,18.2,45,422,124,29.4,86,272,64,31,8,1,23,26,71,56,1,Matches
498,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,23-290,1997,4.3,0,0,0,0,0,0,1,0.0,1,80,11,13.8,8,47,25,2,0,0,2,3,3,3,0,Matches
499,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,30-131,1991,32.8,48,26,33,14,1,20,33,60.6,13,225,98,43.6,148,70,7,49,18,0,31,35,83,149,0,Matches
500,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,24-117,1997,22.0,53,36,23,25,5,22,62,35.5,40,513,129,25.1,170,267,76,35,8,0,27,19,72,23,0,Matches
501,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,19-284,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
502,Sidnei\Sidnei,br BRA,DF,Betis,31-269,1989,7.7,12,4,8,4,0,3,10,30.0,7,64,16,25.0,36,25,3,10,4,0,6,10,22,39,0,Matches
503,David Silva\David-Silva,es ESP,MF,Real Sociedad,35-131,1986,14.7,18,13,2,13,3,3,12,25.0,9,202,63,31.2,25,113,64,17,1,0,16,17,35,6,0,Matches
504,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,27-075,1994,6.4,20,12,14,6,0,7,16,43.8,9,97,29,29.9,57,35,5,14,6,0,8,8,28,25,0,Matches
505,Rui Silva\Rui-Silva,pt POR,GK,Granada,27-101,1994,32.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,0,0,0,0,0,0,3,1,Matches
506,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,23-342,1997,37.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,0,0,0,0,0,0,2,2,Matches
507,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,32-245,1988,33.1,45,30,35,8,2,16,30,53.3,14,253,94,37.2,150,86,17,58,19,0,39,41,86,183,1,Matches
508,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,26-010,1995,11.6,29,16,16,9,4,12,25,48.0,13,117,35,29.9,47,45,25,28,4,0,24,17,46,40,0,Matches
509,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,28-352,1992,0.5,4,3,2,1,1,1,1,100.0,0,15,5,33.3,3,8,4,1,0,0,1,1,5,0,0,Matches
510,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,28-352,1992,11.4,26,15,9,11,6,5,19,26.3,14,217,74,34.1,78,93,46,19,1,0,18,9,35,14,0,Matches
511,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,29-136,1992,5.0,18,13,9,7,2,4,22,18.2,18,152,32,21.1,55,65,32,11,1,0,10,4,22,9,0,Matches
512,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,35-357,1985,15.7,9,8,1,5,3,3,14,21.4,11,220,52,23.6,10,102,108,6,0,0,6,6,15,15,1,Matches
513,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,24-137,1997,29.4,37,21,12,21,4,16,47,34.0,31,373,98,26.3,125,188,60,45,11,0,34,21,58,52,0,Matches
514,Son\Son,es ESP,DFMF,Levante,27-050,1994,11.4,18,11,6,10,2,6,22,27.3,16,148,42,28.4,44,60,44,22,1,0,21,15,33,22,0,Matches
515,David Soria\David-Soria,es ESP,GK,Getafe,28-045,1993,28.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,1,0,0,1,0,0,1,0,Matches
516,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,22-071,1999,3.9,5,5,0,4,1,0,4,0.0,4,80,24,30.0,20,42,18,10,0,0,10,2,7,0,0,Matches
517,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,17-151,2003,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
518,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,33-022,1988,26.3,52,32,28,19,5,24,65,36.9,41,488,143,29.3,182,218,88,58,2,0,56,34,86,84,0,Matches
519,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,27-133,1994,30.7,64,33,22,29,13,22,101,21.8,79,655,170,26.0,215,350,90,38,2,0,36,26,90,18,0,Matches
520,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,34-115,1987,26.9,12,5,0,5,7,2,9,22.2,7,160,41,25.6,7,68,85,13,0,0,13,5,17,14,0,Matches
521,Suso\Suso,es ESP,FW,Sevilla,27-181,1993,23.7,19,12,8,6,5,8,29,27.6,21,223,67,30.0,50,99,74,20,0,0,20,9,28,4,0,Matches
522,Tachi\Tachi,es ESP,DF,Alavés,23-251,1997,8.4,11,6,9,2,0,3,11,27.3,8,65,16,24.6,42,20,3,14,5,0,9,8,19,41,0,Matches
523,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,25-295,1995,30.0,78,49,42,30,6,23,82,28.0,59,613,171,27.9,228,325,60,77,14,0,63,46,124,107,2,Matches
524,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,20-073,2001,0.7,1,1,1,0,0,1,2,50.0,1,11,1,9.1,9,0,2,0,0,0,0,1,2,2,0,Matches
525,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,24-303,1996,1.2,5,3,0,3,2,2,3,66.7,1,15,5,33.3,4,9,2,2,0,0,2,0,5,6,0,Matches
526,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,29-281,1991,13.9,13,9,4,7,2,5,27,18.5,22,186,46,24.7,32,95,59,21,0,0,21,8,21,3,0,Matches
527,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,29-019,1992,31.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,1,Matches
528,David Timor\David-Timor,es ESP,MFDF,Getafe,31-214,1989,15.5,15,8,4,9,2,8,18,44.4,10,118,37,31.4,36,62,20,11,3,1,8,13,28,90,0,Matches
529,Toño\Tono,es ESP,DF,Levante,31-193,1989,7.4,6,4,5,1,0,3,9,33.3,6,68,23,33.8,40,18,10,11,1,0,10,6,12,17,0,Matches
530,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,25-097,1996,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0,Matches
531,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,26-190,1994,15.2,34,26,13,17,4,15,44,34.1,29,295,89,30.2,65,166,64,26,2,0,24,16,50,5,0,Matches
532,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,24-123,1997,32.0,17,10,7,8,2,5,15,33.3,10,152,55,36.2,97,46,9,48,26,1,22,30,47,138,3,Matches
533,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,32-073,1989,20.0,13,7,4,6,3,6,26,23.1,20,211,48,22.7,43,107,61,15,0,0,15,19,32,19,0,Matches
534,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26-304,1994,16.7,31,21,7,20,4,17,35,48.6,18,211,78,37.0,64,112,35,23,8,0,15,27,58,57,0,Matches
535,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,29-214,1991,27.1,58,34,29,23,6,16,71,22.5,55,573,133,23.2,197,269,107,33,2,0,31,15,73,20,0,Matches
536,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,21-141,1999,7.3,7,4,1,4,2,1,6,16.7,5,105,25,23.8,20,42,43,3,1,0,2,4,11,2,0,Matches
537,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,30-242,1990,26.5,64,37,37,17,10,24,53,45.3,29,322,104,32.3,141,128,53,51,5,0,46,37,101,61,1,Matches
538,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,27-186,1993,6.7,8,5,4,4,0,3,4,75.0,1,53,16,30.2,16,34,3,12,6,0,6,12,20,26,0,Matches
539,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,24-009,1997,13.7,10,7,2,6,2,1,10,10.0,9,308,68,22.1,21,160,127,18,1,0,17,3,13,11,0,Matches
540,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,32-051,1989,4.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26-304,1994,1.3,2,1,1,0,1,0,3,0.0,3,18,6,33.3,6,7,5,2,0,0,2,3,5,3,1,Matches
542,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,24-134,1997,14.5,17,8,11,6,0,6,20,30.0,14,137,42,30.7,71,60,6,33,11,1,22,8,25,85,0,Matches
543,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,24-094,1997,10.4,19,9,6,8,5,6,19,31.6,13,265,53,20.0,59,119,87,12,1,0,11,6,25,2,0,Matches
544,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22-301,1998,13.8,26,18,9,9,8,7,27,25.9,20,234,65,27.8,55,106,73,18,3,0,15,21,47,7,0,Matches
545,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,28-024,1993,29.2,23,11,17,5,1,11,19,57.9,8,171,55,32.2,93,68,10,39,18,0,21,35,58,139,0,Matches
546,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,25-039,1996,6.0,7,1,2,5,0,3,6,50.0,3,42,11,26.2,22,19,1,4,1,0,3,12,19,33,0,Matches
547,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,32-086,1989,1.2,3,2,0,2,1,1,5,20.0,4,29,9,31.0,7,16,6,3,1,0,2,0,3,2,0,Matches
548,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,28-057,1993,5.3,14,12,8,4,2,2,7,28.6,5,93,27,29.0,54,26,13,20,1,0,19,10,24,17,0,Matches
549,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29-322,1991,20.5,66,43,35,21,10,14,40,35.0,26,394,128,32.5,143,168,83,35,2,0,33,15,81,27,0,Matches
550,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,25-234,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
551,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18-357,2002,1.3,3,1,1,2,0,1,4,25.0,3,35,11,31.4,10,20,5,3,0,0,3,0,3,0,0,Matches
